WKT,id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
"POLYGON ((174.7415430833 -36.8397772167,174.7415954667 -36.8398773,174.74167645 -36.8399936,174.74171385 -36.84006375,174.7417179667 -36.8400715167,174.7416875333 -36.84008985,174.7413449 -36.8397232,174.7415037167 -36.8396125167,174.7415108667 -36.83967325,174.7415430833 -36.8397772167))",5030934,Allot 63 Sec 8 SBRS OF Auckland,SO 42297,Road,Primary,"[Referenced] Land Declared Road [S H 1, Auckland Harbour Bridge] New Zealand Gazette 2009 p 2061, Sec 5 Land transport Management Act 2003 S H 1, Auckland Harbour Bridge",North Auckland,,473.0000,470
"POLYGON ((174.7445769333 -36.8405691333,174.7446178333 -36.8405714,174.7446780333 -36.84059195,174.7446552833 -36.84063595,174.7446170167 -36.840659,174.7445910667 -36.8406228833,174.7445769333 -36.8405691333))",4714677,Part Lot 4 DP 8357,"DP 8357, SO 464619",Road,Primary,[Referenced] Road New Zealand Gazette 2015 ln 2270 Vested in the Crown,North Auckland,,53.0000,54
"POLYGON ((174.7420645 -36.83829305,174.7420757167 -36.8383077333,174.74209085 -36.8383275333,174.7421422667 -36.8383948,174.7422652167 -36.8385393667,174.7423322833 -36.8386085167,174.7424039 -36.838675,174.7425520333 -36.8388047833,174.7427107 -36.8389276333,174.7428766167 -36.83904575,174.7430045 -36.8391310167,174.7433413333 -36.8393546667,174.7435251333 -36.8394707333,174.7435780167 -36.8395041167,174.7437415 -36.8396074333,174.7438871167 -36.8396934,174.7441080167 -36.8398234167,174.7444105 -36.8399993,174.7446035833 -36.8401137833,174.7447423167 -36.8401998167,174.7448781333 -36.8402908167,174.7449959833 -36.84037765,174.7451158833 -36.8404743667,174.7452264 -36.8405761333,174.745332 -36.8406866167,174.7454289333 -36.84080125,174.7455173 -36.8409183667,174.74555315 -36.8409691667,174.7455987 -36.8410332167,174.7456795333 -36.8411531,174.74587025 -36.8414461333,174.7459589 -36.8415769167,174.7459633167 -36.8415833,174.7459836333 -36.8416111,174.7460464833 -36.8416967167,174.7461267667 -36.8417869333,174.74625515 -36.8419132333,174.7463737333 -36.8420123667,174.7465018167 -36.8421028333,174.7466363167 -36.8421844167,174.7467796667 -36.8422572833,174.7469308333 -36.8423203333,174.7470840667 -36.8423731,174.747198 -36.8424053333,174.74724605 -36.8424188167,174.7472468167 -36.8424189833,174.7474117167 -36.8424598333,174.74754835 -36.8424903833,174.7475542833 -36.8424917167,174.7475705833 -36.8424953667,174.7477094 -36.8425249833,174.7477200333 -36.8425272167,174.7482938667 -36.84264945,174.7485275167 -36.8427009667,174.7487912167 -36.8427628333,174.7490606833 -36.8428352,174.7490866833 -36.8428441167,174.7491368833 -36.8428611833,174.7493833667 -36.8429451667,174.74957735 -36.84301415,174.7497580667 -36.8430842667,174.7499593833 -36.8431695833,174.7501281167 -36.84324835,174.7504309 -36.84340885,174.7506785667 -36.8435596,174.7518308 -36.8442344,174.7518366 -36.8442200833,174.7518408833 -36.8442097,174.7519202167 -36.8442504167,174.75212305 -36.8443983833,174.75237565 -36.84458975,174.75236075 -36.84462535,174.75235725 -36.8446342833,174.7522485167 -36.8448982333,174.7516878833 -36.8445684667,174.7516381667 -36.8445388833,174.7509364167 -36.8441232167,174.75093 -36.8441327667,174.75091045 -36.84412115,174.7506036 -36.8439516667,174.7502808333 -36.8437715333,174.7498491667 -36.8435587,174.7496185667 -36.8434674,174.74935855 -36.8433754167,174.7490825667 -36.8432818333,174.7487028333 -36.84315615,174.7484426333 -36.8430895167,174.7483098167 -36.84306,174.7481771833 -36.8430334167,174.7479631833 -36.8429965167,174.74788425 -36.84299245,174.7475753833 -36.84293025,174.7475086667 -36.8429269833,174.74745275 -36.84292175,174.7473873 -36.84291045,174.7472048 -36.8428902167,174.74693425 -36.8428205,174.7467263833 -36.8427131167,174.74656175 -36.8426472667,174.7463848167 -36.8425623667,174.7462142 -36.8424655167,174.7460497167 -36.8423554667,174.7459103167 -36.8422468167,174.74576495 -36.8421136667,174.7456312167 -36.8419690167,174.74550535 -36.8418038833,174.7453271 -36.84153105,174.745152 -36.8412586167,174.74506255 -36.8411280667,174.74505545 -36.8411173333,174.74496875 -36.8409983833,174.7448770333 -36.8408885833,174.7447503 -36.8407615667,174.7447426667 -36.8407748167,174.7445902 -36.8406520833,174.7444121833 -36.8405297667,174.7442086 -36.8404010167,174.7441515667 -36.8403725,174.7441078 -36.8403455,174.7440578 -36.8403081333,174.7432917167 -36.8398517,174.7430691667 -36.839717,174.74275965 -36.8395194,174.7425495833 -36.8393805667,174.7423455 -36.8392420167,174.74216665 -36.8391034667,174.7420167167 -36.8389682833,174.7418822 -36.8388320333,174.7417975167 -36.8387334833,174.7417822 -36.8387303333,174.7417238667 -36.8386527667,174.7417148 -36.8386511667,174.7415387667 -36.8384547,174.7414368333 -36.8382876333,174.7413238 -36.8381894,174.7412982667 -36.8381386167,174.7412474833 -36.83798175,174.7411968167 -36.83782465,174.7411378 -36.8376391333,174.7411043667 -36.8373299667,174.7411111167 -36.8373035667,174.7410425667 -36.83728785,174.7409561 -36.8372831667,174.7408181 -36.8374034667,174.74062405 -36.8375418333,174.7406180167 -36.8375461333,174.7405296 -36.8376096833,174.7404727 -36.8376506167,174.7404430333 -36.8376719333,174.7403926333 -36.8377081167,174.74021095 -36.8378663833,174.7400612333 -36.838013,174.73989305 -36.8381786667,174.7398673333 -36.838204,174.7399013833 -36.8382420333,174.7398951167 -36.8382724333,174.7398974833 -36.8382726,174.7398748667 -36.8383274667,174.7398403 -36.8382824,174.7396704 -36.8381091667,174.7396052833 -36.83808945,174.73972135 -36.83794175,174.7398498333 -36.8378089833,174.73992475 -36.83774125,174.7399331 -36.8377259333,174.73999335 -36.8377587333,174.74010415 -36.8376653667,174.7402352333 -36.8375627667,174.7405592333 -36.8373334167,174.74086275 -36.8371220667,174.74098445 -36.8370370833,174.7411047667 -36.8368918833,174.74116455 -36.8368196333,174.7411501667 -36.8366856833,174.7412543 -36.8366641833,174.7414415333 -36.8364125333,174.7415495 -36.8362403167,174.7417229333 -36.8359420167,174.7418133833 -36.8358918833,174.7418159167 -36.83589285,174.74189185 -36.8357614333,174.7419049833 -36.8357457333,174.74199835 -36.8356415333,174.7420740667 -36.8355601167,174.7421395167 -36.8355493333,174.7422594333 -36.8353766167,174.74245595 -36.8353458667,174.7425937167 -36.8354060833,174.74259175 -36.8354092167,174.7428442833 -36.8355173833,174.742928 -36.835553,174.7428604833 -36.8356736167,174.7428384167 -36.8357129,174.7426359333 -36.8360733833,174.7424772333 -36.8363610333,174.74241625 -36.8364817667,174.7423707667 -36.8365863,174.7423291167 -36.8367136333,174.7423064 -36.8368005833,174.7422876833 -36.8369085833,174.7422741833 -36.8370404167,174.7422745333 -36.8371283833,174.74228565 -36.837261,174.7422999833 -36.83739295,174.74227215 -36.8376992833,174.7421794833 -36.8381297667,174.7421293333 -36.83814545,174.7419944667 -36.8381876333,174.7420645 -36.83829305),(174.7446552833 -36.84063595,174.7446780333 -36.84059195,174.7446178333 -36.8405714,174.7445769333 -36.8405691333,174.7445910667 -36.8406228833,174.7446170167 -36.840659,174.7446552833 -36.84063595))",8046898,Section 29 SO 464619,SO 464619,Road,Primary,[Create] Road New Zealand Gazette 2021 ln 1509 Balance Road - Pt GN 475519.1 and Pt GN 8213633.1,North Auckland,,87839.0000,87784
"POLYGON ((174.7435780167 -36.8395041167,174.7438337167 -36.8396551,174.74406055 -36.83978835,174.7443776 -36.8399748167,174.7444346 -36.8400028,174.7444798 -36.8400294167,174.74455185 -36.84008105,174.7448097667 -36.8402408833,174.7449931333 -36.8403699333,174.7451171333 -36.8404702167,174.7452264167 -36.8405692167,174.7453436833 -36.8406930833,174.7454497667 -36.8408211333,174.7454988 -36.8408891167,174.74555315 -36.8409691667,174.7455173 -36.8409183667,174.7454289333 -36.84080125,174.745332 -36.8406866167,174.7452264 -36.8405761333,174.7451158833 -36.8404743667,174.7449959833 -36.84037765,174.7448781333 -36.8402908167,174.7447423167 -36.8401998167,174.7446035833 -36.8401137833,174.7444105 -36.8399993,174.7441080167 -36.8398234167,174.7438871167 -36.8396934,174.7437415 -36.8396074333,174.7435780167 -36.8395041167))",8046877,Section 9 SO 464619,SO 464619,Road,Primary,[Create] Land Declared Road New Zealand Gazette 2021 ln 1508 Vested in the Crown,North Auckland,,111.0000,102
"POLYGON ((174.7447697 -36.84206965,174.7447227667 -36.8419894,174.7446938 -36.8419398667,174.7446887 -36.841931,174.7446044333 -36.8417868,174.7445557 -36.8417032333,174.7445074833 -36.84162075,174.7444596167 -36.8415386667,174.7443818 -36.8413985167,174.7443312667 -36.8413087167,174.7444303 -36.84122955,174.74448705 -36.84132685,174.7445348667 -36.8414088333,174.7446784833 -36.8416550667,174.7447222 -36.84172955,174.7447337 -36.8417496333,174.7447349667 -36.8417518833,174.7447936 -36.8418524,174.7448373 -36.8419273,174.7448886833 -36.8420154167,174.7447697 -36.84206965))",5211524,,,Road,Primary,,North Auckland,,,1146
"POLYGON ((174.7448770333 -36.8408885833,174.74496875 -36.8409983833,174.74505545 -36.8411173333,174.74506255 -36.8411280667,174.7449203 -36.8409515833,174.7447426667 -36.8407748167,174.7447503 -36.8407615667,174.7448770333 -36.8408885833))",8046873,Section 4 SO 464619,SO 464619,Road,Primary,[Create] Land Declared Road New Zealand Gazette 2021 ln 1508 Vested in the Crown,North Auckland,,44.0000,46
"POLYGON ((174.74475225 -36.8411064,174.7447382833 -36.8411118167,174.7444303 -36.84122955,174.74438145 -36.84114585,174.7444188333 -36.8411317333,174.7444638167 -36.8411268,174.7444829833 -36.8411474167,174.7447152333 -36.8410600167,174.74475225 -36.8411064))",5219224,,,Road,Primary,,North Auckland,,,222
"POLYGON ((174.74438145 -36.84114585,174.7444303 -36.84122955,174.7443312667 -36.8413087167,174.74424535 -36.8412275167,174.74438145 -36.84114585))",5257910,,,Road,Primary,,North Auckland,,,150
"POLYGON ((174.7420833 -36.8405135333,174.7420697 -36.84049905,174.7422692 -36.8404096667,174.7423719167 -36.84051935,174.7423911833 -36.8405399167,174.742413 -36.8405632333,174.7425157167 -36.8406729167,174.7426196667 -36.8407835,174.7426298333 -36.8407942667,174.7426403667 -36.8408054,174.7427228833 -36.8408925833,174.7427498167 -36.8409212833,174.7428387833 -36.8410161167,174.7429546833 -36.84113965,174.7429752833 -36.8411615833,174.7429958833 -36.8411835333,174.74311135 -36.8413064333,174.74313185 -36.8413282333,174.7431523333 -36.84135005,174.7432677 -36.8414727333,174.7429495667 -36.8414806833,174.7428951833 -36.8413786167,174.74286495 -36.8413452833,174.7427767 -36.8412511667,174.7426524 -36.84111895,174.7425696333 -36.8410309167,174.74243595 -36.8408889167,174.74240505 -36.8408560167,174.74230875 -36.8407535667,174.7422008833 -36.84063875,174.7421941833 -36.84063155,174.7420833 -36.8405135333))",5213580,,,Road,Primary,,North Auckland,,,2884
"POLYGON ((174.7441377833 -36.8412923833,174.74424535 -36.8412275167,174.7443312667 -36.8413087167,174.7440345333 -36.8414863833,174.7439389667 -36.8415465833,174.74376925 -36.8416478,174.7437374667 -36.8415287,174.74389505 -36.8414359333,174.7440053333 -36.84137015,174.7441377833 -36.8412923833))",5240238,,,Road,Primary,,North Auckland,,,713
"POLYGON ((174.7432677 -36.8414727333,174.7434546667 -36.8415272167,174.74364805 -36.8415833,174.7436530333 -36.8417101333,174.7435347333 -36.8416735833,174.7432180667 -36.8415750333,174.7432677 -36.8414727333))",5229089,,,Road,Primary,,North Auckland,,,490
"POLYGON ((174.7437374667 -36.8415287,174.74376925 -36.8416478,174.7436530333 -36.8417101333,174.74364805 -36.8415833,174.7437374667 -36.8415287))",5245823,,,Road,Primary,,North Auckland,,,136
"POLYGON ((174.74376925 -36.8416478,174.74379755 -36.84169655,174.7438421333 -36.8417732,174.7438929 -36.8418604,174.7437823167 -36.8419338167,174.7436762833 -36.84175135,174.7436530333 -36.8417101333,174.74376925 -36.8416478))",5210585,,,Road,Primary,,North Auckland,,,330
"POLYGON ((174.7429495667 -36.8414806833,174.7432677 -36.8414727333,174.7432180667 -36.8415750333,174.7431250833 -36.8417721833,174.7429329667 -36.8416674667,174.7429495667 -36.8414806833))",5248292,,,Road,Primary,,North Auckland,,,651
"POLYGON ((174.7439400167 -36.84194135,174.7439879 -36.8420239667,174.7438741833 -36.8420833333,174.7437823167 -36.8419338167,174.7438929 -36.8418604,174.7439400167 -36.84194135))",5259691,,,Road,Primary,,North Auckland,,,235
"POLYGON ((174.7429329667 -36.8416674667,174.7431250833 -36.8417721833,174.7430451333 -36.84194175,174.7430097333 -36.8420172,174.7429684833 -36.84210515,174.7429267167 -36.8421934667,174.7428843333 -36.8422827167,174.7428266 -36.8424047833,174.7427791167 -36.8425051667,174.74277255 -36.8425190667,174.7427659833 -36.8425329667,174.7427016 -36.8426690833,174.7426833 -36.8427075333,174.7426158833 -36.8428485,174.74260235 -36.8428768333,174.7425183167 -36.8430525,174.7424938 -36.8431037833,174.7422436 -36.8431184333,174.7424089833 -36.8427728167,174.74240985 -36.8427710333,174.7424330667 -36.8427226167,174.74248985 -36.8426035333,174.74249435 -36.8425943833,174.74257025 -36.8424340167,174.74265075 -36.8422638667,174.7427066667 -36.84214575,174.7427710167 -36.8420096833,174.7428111167 -36.8419249167,174.7429329667 -36.8416674667))",5227964,,,Road,Primary,,North Auckland,,,3340
"POLYGON ((174.7437249333 -36.8423102333,174.7436757167 -36.8424127,174.74363225 -36.8425042167,174.7436129667 -36.84254485,174.7435672 -36.84264115,174.7435214 -36.8427374333,174.7434415833 -36.8429052667,174.7433365 -36.8428715167,174.7433859333 -36.8427678667,174.7434096 -36.8427179,174.7435164167 -36.84249325,174.7435638833 -36.84239335,174.7436072333 -36.842302,174.7436575167 -36.8421964,174.7436841667 -36.8421399667,174.7437123667 -36.8420810167,174.7437321 -36.8420389667,174.74377015 -36.8419594,174.7437823167 -36.8419338167,174.7438741833 -36.8420833333,174.7438327333 -36.8420857667,174.7437249333 -36.8423102333))",5212820,,,Road,Primary,,North Auckland,,,1088
"POLYGON ((174.7451563667 -36.8427321,174.7451493333 -36.8427201,174.7451081 -36.8426498667,174.7450811667 -36.8426038667,174.7450607 -36.8425689,174.7450122667 -36.8424861333,174.744939 -36.8423605667,174.7448651833 -36.8422338167,174.7448138 -36.8421456667,174.7449365167 -36.8420974667,174.7449895667 -36.8421893,174.7450022 -36.8422101167,174.7450628167 -36.8423139667,174.7451259833 -36.8424222833,174.7452312167 -36.8426026833,174.7452791 -36.8426848,174.745327 -36.8427669333,174.7452187667 -36.8428391833,174.7452187167 -36.8428378167,174.7451563667 -36.8427321))",5214477,,,Road,Primary,,North Auckland,,,1016
"POLYGON ((174.7442646333 -36.84276095,174.7442569667 -36.84274785,174.7441804333 -36.8426159833,174.74412405 -36.8425188167,174.7440654167 -36.8424176667,174.7440455667 -36.8423834833,174.7438741833 -36.8420833333,174.7439879 -36.8420239667,174.7440431 -36.8421201167,174.74409995 -36.8422168167,174.744156 -36.84231325,174.7442660833 -36.8425027833,174.7443472667 -36.8426425,174.7443602833 -36.8426652,174.7443947 -36.8427240833,174.7444461333 -36.8428127,174.7444530833 -36.8428246667,174.7444918167 -36.84289145,174.7445355 -36.8429665167,174.7445398667 -36.8429740167,174.7445983667 -36.8430747,174.7444774667 -36.8431283667,174.74439515 -36.84298645,174.7443793333 -36.8429592167,174.7443216667 -36.8428596333,174.7442646333 -36.84276095))",5215547,,,Road,Primary,,North Auckland,,,1565
"POLYGON ((174.7448886833 -36.8420154167,174.7449365167 -36.8420974667,174.7448138 -36.8421456667,174.7447697 -36.84206965,174.7448886833 -36.8420154167))",5254958,,,Road,Primary,,North Auckland,,,118
"POLYGON ((174.7449365167 -36.8420974667,174.7448886833 -36.8420154167,174.7451707667 -36.8419091167,174.74518975 -36.84190195,174.7452272 -36.8418878333,174.7453028833 -36.84195965,174.7452763167 -36.8419696667,174.7452479 -36.84198035,174.7449365167 -36.8420974667))",5236109,,,Road,Primary,,North Auckland,,,349
"POLYGON ((174.7459836333 -36.8416111,174.7460987 -36.8417504667,174.7461896167 -36.8418455833,174.7462857167 -36.8419349667,174.7463878667 -36.8420175167,174.7464951833 -36.8420942167,174.7466221667 -36.84217145,174.7467657333 -36.8422450833,174.7468783167 -36.8422952667,174.74700735 -36.8423442333,174.747198 -36.8424053333,174.7470840667 -36.8423731,174.7469308333 -36.8423203333,174.7467796667 -36.8422572833,174.7466363167 -36.8421844167,174.7465018167 -36.8421028333,174.7463737333 -36.8420123667,174.74625515 -36.8419132333,174.7461267667 -36.8417869333,174.7460464833 -36.8416967167,174.7459836333 -36.8416111))",8046887,Section 10 SO 464619,SO 464619,Road,Primary,[Create] Land Declared Road New Zealand Gazette 2021 ln 1508 Vested in the Crown,North Auckland,,57.0000,55
"POLYGON ((174.7475542833 -36.8424917167,174.7475928167 -36.8424946667,174.747647 -36.8425061833,174.7477094 -36.8425249833,174.7475705833 -36.8424953667,174.7475542833 -36.8424917167))",8046878,Section 11 SO 464619,SO 464619,Road,Primary,[Create] Land Declared Road New Zealand Gazette 2021 ln 1508 Vested in the Crown,North Auckland,,6.0000,6
"POLYGON ((174.7491368833 -36.8428611833,174.7492789167 -36.84290445,174.7494592667 -36.84296745,174.7495133167 -36.84298,174.7496661833 -36.84303715,174.7497118167 -36.843064,174.7498611 -36.84312385,174.7499593833 -36.8431695833,174.7497580667 -36.8430842667,174.74957735 -36.84301415,174.7493833667 -36.8429451667,174.7491368833 -36.8428611833))",8046864,Section 24 SO 464619,SO 464619,Road,Primary,[Create] Land Declared Road New Zealand Gazette 2021 ln 1508 Vested in the Crown,North Auckland,,41.0000,41
"POLYGON ((174.7506943167 -36.8444445,174.7507058833 -36.8444031333,174.75071535 -36.8443864,174.7507332833 -36.8443741,174.7507504 -36.84436975,174.7507553333 -36.8443684833,174.7507667333 -36.8443694833,174.75044785 -36.84414405,174.7500129167 -36.8438594833,174.7497144 -36.8436743167,174.7496125833 -36.8436113333,174.7493835 -36.8434835667,174.7493211167 -36.84346065,174.7492742333 -36.8434372833,174.74922065 -36.8434036833,174.7489399 -36.8432872,174.7485182 -36.8431418167,174.7482650333 -36.8430706,174.74788425 -36.84299245,174.7479631833 -36.8429965167,174.7481771833 -36.8430334167,174.7483098167 -36.84306,174.7484426333 -36.8430895167,174.7487028333 -36.84315615,174.7490825667 -36.8432818333,174.74935855 -36.8433754167,174.7496185667 -36.8434674,174.7498491667 -36.8435587,174.7502808333 -36.8437715333,174.7506036 -36.8439516667,174.75091045 -36.84412115,174.75093 -36.8441327667,174.7509219333 -36.8441448333,174.7508848 -36.8442003833,174.750769 -36.84437385,174.7507450833 -36.8444096667,174.7507225333 -36.8444431667,174.7507013 -36.8444341167,174.7506943167 -36.8444445))",8046885,Section 2 SO 464619,SO 464619,Road,Primary,[Create] Land Declared Road New Zealand Gazette 2021 ln 1508 Vested in the Crown,North Auckland,,4015.0000,4011
"POLYGON ((174.7447976833 -36.843515,174.74479575 -36.8435127167,174.7447290833 -36.8434337,174.7446524167 -36.8433427667,174.7445872 -36.8432654,174.7445652833 -36.8432393667,174.7446749 -36.843167,174.7449033833 -36.8434301833,174.7449244 -36.8434481667,174.7449558667 -36.84346545,174.7451822333 -36.8435464167,174.7453750833 -36.8436101667,174.7454652 -36.8436408833,174.7455311833 -36.8436628333,174.7456015833 -36.8436548333,174.7458082 -36.84363135,174.74588625 -36.8438990333,174.7457248833 -36.8438462167,174.7456148167 -36.8438095833,174.7455129833 -36.8437757,174.7454123 -36.8437421333,174.7453051333 -36.8437056833,174.74520185 -36.8436707,174.7451215167 -36.8436434667,174.74509125 -36.8436331167,174.7449916667 -36.8435994667,174.7448889333 -36.8435645167,174.74484895 -36.8435510833,174.7448195833 -36.84354095,174.7447976833 -36.843515))",5215549,,,Road,Primary,,North Auckland,,,1881
"POLYGON ((174.7460321833 -36.842675,174.7459687 -36.84274855,174.7458740167 -36.8428586,174.7458527833 -36.84288325,174.7458359667 -36.8429148333,174.74583285 -36.8429205667,174.7458766333 -36.84307075,174.74589035 -36.8431180833,174.7459025333 -36.8431604833,174.7459292 -36.8432516,174.7459549 -36.8433398333,174.7459796333 -36.8434248333,174.7459805 -36.8434279667,174.7459811 -36.8434299333,174.74603185 -36.8436044667,174.7458082 -36.84363135,174.74577045 -36.84350165,174.7457287 -36.8433534333,174.7456930833 -36.8432360333,174.7456162667 -36.8429719333,174.7457043833 -36.8428624167,174.7459463167 -36.84256135,174.7460711833 -36.8426299,174.7460321833 -36.842675))",5237594,,,Road,Primary,,North Auckland,,,2138
"POLYGON ((174.7452471167 -36.84294685,174.7452187667 -36.8428391833,174.745327 -36.8427669333,174.7453980667 -36.8428887333,174.7452471167 -36.84294685))",5248861,,,Road,Primary,,North Auckland,,,179
"POLYGON ((174.7452187667 -36.8428391833,174.7452471167 -36.84294685,174.7450945667 -36.8430056167,174.7449427667 -36.84306315,174.74494315 -36.8430638167,174.7448089167 -36.84311545,174.7446749 -36.843167,174.7445983667 -36.8430747,174.7449078167 -36.8429555167,174.7452187667 -36.8428391833))",5215521,,,Road,Primary,,North Auckland,,,713
"POLYGON ((174.7445983667 -36.8430747,174.7446749 -36.843167,174.7445652833 -36.8432393667,174.7444774667 -36.8431283667,174.7445983667 -36.8430747))",5245273,,,Road,Primary,,North Auckland,,,167
"POLYGON ((174.7422436 -36.8431184333,174.7424938 -36.8431037833,174.7424224 -36.8432525333,174.7423509667 -36.8434013333,174.7421946167 -36.8432209667,174.7422436 -36.8431184333))",5246754,,,Road,Primary,,North Auckland,,,481
"POLYGON ((174.7421946167 -36.8432209667,174.7423509667 -36.8434013333,174.7423362333 -36.8434321167,174.7422626333 -36.84358595,174.7421308667 -36.8438613167,174.7419155833 -36.84380415,174.7419296667 -36.8437747,174.7419337 -36.8437662833,174.7420280667 -36.84356905,174.7421039 -36.8434106333,174.7421946167 -36.8432209667))",5236882,,,Road,Primary,,North Auckland,,,1252
"POLYGON ((174.7400372667 -36.8429596167,174.74005635 -36.84306605,174.73985435 -36.8432093167,174.7398150667 -36.8429910833,174.7400372667 -36.8429596167))",5259171,,,Road,Primary,,North Auckland,,,366
"POLYGON ((174.7400372667 -36.8429596167,174.7401013167 -36.84295115,174.7404333667 -36.8429064333,174.741223 -36.84280035,174.7416716667 -36.8429402,174.7422436 -36.8431184333,174.7421946167 -36.8432209667,174.7418126 -36.8431018833,174.7415153167 -36.8430092333,174.7413593833 -36.84296065,174.7412085167 -36.8429136333,174.7409592667 -36.8429454833,174.74079055 -36.8429678167,174.7406218667 -36.84299015,174.74045185 -36.8430129833,174.7401244167 -36.8430569,174.74005635 -36.84306605,174.7400372667 -36.8429596167))",5220183,,,Road,Primary,,North Auckland,,,2435
"POLYGON ((174.7398752833 -36.8420602167,174.7397502333 -36.8426309667,174.7395563 -36.84155445,174.7398426833 -36.8418808167,174.7398752833 -36.8420602167))",5259162,,,Road,Primary,,North Auckland,,,1415
"POLYGON ((174.7399788833 -36.84262255,174.7400083667 -36.84279205,174.7400372667 -36.8429596167,174.7398150667 -36.8429910833,174.7397807 -36.84280005,174.7397633167 -36.8427046333,174.73975615 -36.8426636,174.7397502333 -36.8426309667,174.7398752833 -36.8420602167,174.73991465 -36.84226485,174.7399444 -36.8424441,174.7399591333 -36.8425258833,174.7399610333 -36.8425364,174.7399788833 -36.84262255))",5228917,,,Road,Primary,,North Auckland,,,1430
"POLYGON ((174.7373602833 -36.8427329667,174.7373233 -36.8425882167,174.7372801333 -36.8424201,174.7372442667 -36.8422795667,174.7372373333 -36.84224505,174.7372076 -36.84212895,174.7372008 -36.8421020167,174.73716245 -36.8419492833,174.7371236667 -36.841793,174.73709835 -36.8416939333,174.73707215 -36.84158985,174.7370622667 -36.8415502667,174.7370611667 -36.8415458833,174.7370300667 -36.8414207333,174.73724865 -36.84138085,174.7373081667 -36.8416139333,174.7373650833 -36.8418418167,174.7373889 -36.84193605,174.7374489 -36.84217335,174.7374516333 -36.84218415,174.7374543667 -36.8421949167,174.7374570833 -36.8422056833,174.7375067667 -36.8424020833,174.7375394167 -36.8425313667,174.7375431667 -36.84254615,174.7375467333 -36.8425609667,174.7375744833 -36.8426708,174.7376365667 -36.8429162167,174.7374201 -36.8429696667,174.73737235 -36.8427807667,174.7373663167 -36.8427568333,174.7373602833 -36.8427329667))",5264196,,,Road,Primary,,North Auckland,,,3511
"POLYGON ((174.7884055 -36.8611975667,174.7883178833 -36.8612628,174.78827475 -36.8611708,174.7885775167 -36.8609454667,174.7886379167 -36.8610248167,174.7885488167 -36.8610910333,174.7884055 -36.8611975667))",5214202,,,Road,Primary,,North Auckland,,,382
"POLYGON ((174.7887350333 -36.8609513,174.7886379167 -36.8610248167,174.7885775167 -36.8609454667,174.7886600333 -36.8608836667,174.7887350333 -36.8609513))",5252265,,,Road,Primary,,North Auckland,,,111
"POLYGON ((174.78894065 -36.8606777,174.7889986333 -36.8606350667,174.7892182167 -36.86047385,174.7892917667 -36.8605426167,174.7889873667 -36.8607660667,174.7887350333 -36.8609513,174.7886600333 -36.8608836667,174.78874155 -36.86082365,174.7888266 -36.8607613667,174.7889089 -36.86070095,174.7889099 -36.8607002167,174.7889108833 -36.8606995,174.7889348167 -36.86068185,174.78894065 -36.8606777))",5227985,,,Road,Primary,,North Auckland,,,677
"POLYGON ((174.7886600333 -36.8608836667,174.7885775167 -36.8609454667,174.7884739 -36.8608535,174.78841395 -36.8608002667,174.7883528833 -36.8607461167,174.7882816167 -36.86068285,174.78819725 -36.8606078,174.7881185167 -36.8605378333,174.7880471167 -36.8604744167,174.7880342833 -36.86046305,174.7880381333 -36.8604602833,174.7880781333 -36.8604301833,174.7881166667 -36.8604011167,174.7881303833 -36.8604133333,174.788204 -36.8604732833,174.7882808833 -36.86053995,174.7883575 -36.860615,174.78843185 -36.8606810167,174.7885069167 -36.86074695,174.7885827 -36.8608142,174.7886600333 -36.8608836667))",5229778,,,Road,Primary,,North Auckland,,,737
"POLYGON ((174.78827475 -36.8611708,174.78809675 -36.8612823333,174.7880091167 -36.8611985167,174.7878821 -36.8610770333,174.7877735667 -36.8609737833,174.7877592833 -36.8609603167,174.78775205 -36.8609534167,174.7876632833 -36.8608689167,174.7875554667 -36.8607664833,174.7875431667 -36.8607548167,174.7875308667 -36.86074315,174.78750545 -36.8607191333,174.7873317 -36.8605547167,174.7872003667 -36.8604281667,174.7871931833 -36.8604212667,174.78711225 -36.8603442333,174.7871050167 -36.86033735,174.78709055 -36.8603235833,174.7870018167 -36.86023915,174.7872203833 -36.8601622,174.78731705 -36.8602547667,174.7874137167 -36.8603473333,174.7874454833 -36.8603776167,174.787614 -36.8605390167,174.7877264833 -36.8606465333,174.7877481333 -36.8606672167,174.7877604 -36.86067895,174.7878792167 -36.8607925833,174.78789005 -36.8608029333,174.7879008833 -36.8608132833,174.7879045 -36.8608167333,174.7879874833 -36.8608962,174.7880572167 -36.8609629167,174.7881132167 -36.8610164,174.7881179667 -36.8610229,174.7881703833 -36.8610710167,174.78827475 -36.8611708))",5262245,,,Road,Primary,,North Auckland,,,3012
"POLYGON ((174.7878450167 -36.8606185833,174.7877604 -36.86067895,174.7877481333 -36.8606672167,174.7879264 -36.86054005,174.78795155 -36.8605221,174.7880201333 -36.86047295,174.7880342833 -36.86046305,174.7880471167 -36.8604744167,174.7878450167 -36.8606185833))",5194596,Part Allot 6 Sec 4 SBRS OF Auckland,SO 663,Road,Primary,"[Referenced] Pedestrian Accessway [Between Freemont Street and Brighton Road] Section 3, Public Works Amendment Act 1948 See Resolution A529770 and CT NA8B/662",North Auckland,NA8B/662,63.0000,58
