WKT,id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
"POLYGON ((174.78827635 -36.8597769167,174.7874454833 -36.8603776167,174.7874137167 -36.8603473333,174.78787165 -36.8600162167,174.7878876167 -36.86000465,174.7882438 -36.8597474833,174.78827635 -36.8597769167))",5210427,Lot 2A DP 9448,DP 9448,Road,Primary,"[Referenced] Fee Simple [Whaiti Lane] Section 3, Public Works Amendment Act 1948 See Resolution C550159.1 rescinding previous resolution A529770
[Referenced] Land Declared Road [Whaiti Lane - Parnell] New Zealand Gazette 2008 p 4624 Becomes Road and Vests in the Auckland City Council
[Referenced] Pedestrian Accessway [Whaiti Lane] Section 3, Public Works Amendment Act 1948 See Auckland City Council Resolution contained in A529770",North Auckland,,,437
"POLYGON ((174.78844825 -36.8599282667,174.7883622667 -36.85985255,174.78827635 -36.8597769167,174.7882438 -36.8597474833,174.7881671 -36.8596798167,174.78809035 -36.8596121667,174.7880098333 -36.8595411833,174.78791855 -36.85946075,174.7878272667 -36.8593803167,174.7877511833 -36.8593133333,174.7878394667 -36.8592484667,174.7879300667 -36.8591818667,174.7880206833 -36.8591152,174.78803315 -36.859106,174.7880456 -36.8590968333,174.78805805 -36.8590877,174.7880704333 -36.8590786,174.7881040167 -36.8590540333,174.7882167167 -36.8590557,174.7883657167 -36.8590578167,174.7884784 -36.8590594,174.78850105 -36.8590597,174.7886254 -36.8590614333,174.7886335 -36.8592431333,174.7881895167 -36.85923685,174.7880693833 -36.8593249333,174.7882204167 -36.8594580833,174.78834335 -36.8595664833,174.7883777833 -36.8595969333,174.7884698833 -36.8596781,174.7885257333 -36.8597273167,174.7885973167 -36.8597345167,174.7886155167 -36.85973635,174.78869835 -36.8598093833,174.7886540167 -36.8598404167,174.7887461 -36.8599215667,174.78887455 -36.8600352,174.7889390167 -36.8600920333,174.7889665833 -36.8601164333,174.7891241 -36.86025565,174.7892627 -36.8603778833,174.7892641667 -36.8603792833,174.7892794333 -36.8603928167,174.7892944333 -36.8604060667,174.7892182167 -36.86047385,174.78914225 -36.8604066667,174.7890686167 -36.8603388167,174.78899005 -36.8602720667,174.78891265 -36.8602036,174.78876385 -36.86007205,174.7886761333 -36.8599945,174.78864725 -36.8599690167,174.7886413667 -36.8599638167,174.7886288167 -36.8599527667,174.78858745 -36.8599163667,174.7885663667 -36.8599141833,174.7884798833 -36.8599055333,174.78844825 -36.8599282667))",5216987,,,Road,Primary,,North Auckland,,,4101
"POLYGON ((174.78938485 -36.8604859833,174.7892917667 -36.8605426167,174.7892182167 -36.86047385,174.7892944333 -36.8604060667,174.78938485 -36.8604859833))",5244424,,,Road,Primary,,North Auckland,,,113
"POLYGON ((174.7897282 -36.86116415,174.7895693 -36.8611588833,174.7895744 -36.8611544833,174.7895786167 -36.8611495333,174.7895818333 -36.8611441,174.7895840167 -36.8611383667,174.7895850833 -36.8611324167,174.7895850333 -36.8611264167,174.78958385 -36.8611204833,174.7895815667 -36.86111475,174.7895252167 -36.8610035167,174.7894392833 -36.8608314167,174.7893975667 -36.86075145,174.7892917667 -36.8605426167,174.78938485 -36.8604859833,174.7894326333 -36.8605803667,174.7895007 -36.8607148167,174.7895448667 -36.8608024833,174.7895865833 -36.8608844333,174.7896379833 -36.8609861833,174.7897282 -36.86116415))",5231043,,,Road,Primary,,North Auckland,,,783
"POLYGON ((174.7899884167 -36.8610541333,174.78996935 -36.8610665667,174.7898960833 -36.8611089667,174.7898306 -36.8611617167,174.7898188833 -36.8611645667,174.7898256 -36.8611797667,174.7898111167 -36.86119845,174.7897571333 -36.8612335,174.7897282 -36.86116415,174.78993395 -36.8610108333,174.7901561833 -36.8608453833,174.7901600833 -36.86084255,174.7901622333 -36.8608469333,174.7901618 -36.8608483667,174.7901620833 -36.8608507,174.7901689 -36.8608636167,174.79017155 -36.8608668167,174.7901729 -36.86086995,174.7901863333 -36.8608871,174.7901881333 -36.8608894,174.7901934 -36.8609027167,174.7901984333 -36.8609095833,174.7902028833 -36.8609145167,174.7902117833 -36.86092715,174.7902129833 -36.8609268833,174.7900754333 -36.8610292333,174.7900449667 -36.8610518833,174.7899884167 -36.8610541333))",8169351,,SO 556695,Road,Primary,[Create] Balance road New Zealand Gazette 2022 ln 336,North Auckland,,,425
"POLYGON ((174.7917133167 -36.8546318,174.791727 -36.85463135,174.7917407 -36.8546317167,174.7917543167 -36.8546328667,174.7917678167 -36.8546348,174.7917810833 -36.8546375167,174.7917940833 -36.854641,174.7918067333 -36.8546452333,174.7918189667 -36.8546501833,174.7918225333 -36.8546519167,174.79199265 -36.854727,174.7921517167 -36.8547973167,174.7921661 -36.8548041333,174.79218235 -36.8548130667,174.7921977833 -36.8548229,174.7922122833 -36.8548336,174.7922243833 -36.8548439833,174.7922356333 -36.8548549667,174.7923289833 -36.85495165,174.7923982167 -36.85502315,174.79257585 -36.8552065333,174.79258705 -36.8552076167,174.7925981 -36.85520945,174.7926089167 -36.855212,174.7926194333 -36.8552152667,174.7926295833 -36.8552192167,174.7926393 -36.8552238167,174.7926485 -36.85522905,174.79265715 -36.8552348667,174.79266515 -36.85524125,174.7926724833 -36.8552481333,174.7926790833 -36.8552554833,174.7926849 -36.85526325,174.7926899167 -36.8552713667,174.7926940667 -36.8552797833,174.79269735 -36.85528845,174.7926997333 -36.8552973167,174.7927012 -36.8553063,174.7927017333 -36.85531535,174.79270135 -36.8553244167,174.7927000333 -36.8553334167,174.7926977 -36.8553425667,174.7926944333 -36.8553515167,174.7926902167 -36.8553602167,174.7926851 -36.8553686,174.7926791167 -36.8553766,174.7926723 -36.8553841833,174.7926647167 -36.85539125,174.7926564167 -36.8553977833,174.79264745 -36.8554037167,174.7926379 -36.8554090333,174.7926275 -36.8554137833,174.7926166333 -36.8554178,174.7926053667 -36.8554210333,174.7925937833 -36.85542345,174.792582 -36.8554250667,174.7925700667 -36.8554258333,174.7925581 -36.8554257667,174.7925462 -36.85542485,174.7925335833 -36.8554229667,174.79252125 -36.8554201333,174.7925093 -36.8554163833,174.7924978333 -36.85541175,174.7924869667 -36.8554063,174.7924768 -36.8554000333,174.7924674 -36.85539305,174.79245885 -36.8553853667,174.7924519167 -36.8553779333,174.7924458167 -36.8553700667,174.79244055 -36.8553617833,174.7924362 -36.8553531833,174.7924327667 -36.8553443167,174.7924302833 -36.85533525,174.7924287667 -36.85532605,174.7924282333 -36.8553167667,174.7924286833 -36.8553075,174.7924301167 -36.8552982833,174.7924195333 -36.8552874333,174.79240915 -36.85527655,174.7923147 -36.8551783167,174.7921992667 -36.8550591167,174.7921131667 -36.8549702167,174.7921011167 -36.8549586333,174.7920881333 -36.8549477333,174.7920742333 -36.8549375667,174.7920595 -36.8549282167,174.79204465 -36.85492,174.79202915 -36.8549125833,174.7918721833 -36.8548431667,174.791778 -36.8548015167,174.7917657667 -36.85479655,174.7917531167 -36.8547923167,174.7917401167 -36.8547888333,174.7917268333 -36.8547861167,174.79171335 -36.8547841667,174.7916997167 -36.8547830167,174.7916860333 -36.85478265,174.7916723333 -36.8547830833,174.7916639833 -36.8547836,174.7914348167 -36.8547975833,174.7914245333 -36.8547982,174.7914374833 -36.8546486667,174.7916351667 -36.8546365833,174.7917133167 -36.8546318))",5213653,,,Road,Primary,,North Auckland,,,2423
"POLYGON ((174.78964875 -36.8549665667,174.7897598333 -36.8548109,174.7898752667 -36.8546487833,174.7899884167 -36.85448685,174.79008215 -36.85435275,174.7902761333 -36.8544453167,174.7900453167 -36.8547755167,174.7899532667 -36.8549072333,174.7893805833 -36.8557264667,174.7892200167 -36.8555817833,174.78964875 -36.8549665667))",5232000,,,Road,Primary,,North Auckland,,,3244
"POLYGON ((174.7905509167 -36.8543548667,174.79071815 -36.8544238,174.7908853833 -36.8544927167,174.7910526333 -36.85456165,174.7912198833 -36.8546305667,174.79110185 -36.8547485667,174.7907979333 -36.8546233167,174.7906458667 -36.85456065,174.7906307 -36.8545544,174.7904634833 -36.8544854833,174.7903326833 -36.8544315833,174.7904231833 -36.8543022333,174.7905509167 -36.8543548667))",5231903,,,Road,Primary,,North Auckland,,,1291
"POLYGON ((174.7914245333 -36.8547982,174.7914111333 -36.8547994,174.7913978667 -36.8548013333,174.7913847833 -36.8548039833,174.7913719667 -36.8548073667,174.7913594833 -36.85481145,174.7913473667 -36.8548162167,174.7913356833 -36.8548216333,174.7913245 -36.8548277,174.79131385 -36.85483435,174.7913038167 -36.8548415833,174.7912944167 -36.8548493667,174.7912857 -36.8548576333,174.7912777167 -36.8548663667,174.7912705 -36.8548755333,174.7911176667 -36.8547919833,174.7911203833 -36.8547874333,174.79112215 -36.8547825667,174.7911229 -36.85477755,174.79112265 -36.8547725,174.7911213667 -36.85476755,174.7911191167 -36.8547628167,174.79111595 -36.85475845,174.7911119333 -36.85475455,174.7911072 -36.8547512333,174.79110185 -36.8547485667,174.7912198833 -36.8546305667,174.7912344833 -36.8546361,174.7912494833 -36.8546409167,174.7912648333 -36.8546449667,174.7912804167 -36.8546483167,174.79129625 -36.8546508667,174.7913122333 -36.8546526667,174.7913283167 -36.8546536833,174.79134445 -36.8546539167,174.7913605667 -36.8546533667,174.7914374833 -36.8546486667,174.7914245333 -36.8547982))",5248556,,,Road,Primary,,North Auckland,,,522
"POLYGON ((174.7903326833 -36.8544315833,174.7903266667 -36.8544295667,174.79032035 -36.8544283,174.79031385 -36.8544278333,174.7903073333 -36.8544281667,174.7903009667 -36.8544292833,174.7902948833 -36.8544311833,174.79028925 -36.8544338,174.79028415 -36.8544370833,174.79027975 -36.85444095,174.7902761333 -36.8544453167,174.79008215 -36.85435275,174.7901822667 -36.8542091167,174.79019765 -36.8541871,174.7901991667 -36.8541849833,174.79040675 -36.8542584667,174.7904041 -36.8542631,174.7904024167 -36.8542680167,174.7904017167 -36.8542730833,174.79040205 -36.8542781833,174.7904033833 -36.8542831667,174.7904057 -36.8542879,174.7904089333 -36.8542923,174.790413 -36.8542962167,174.7904177833 -36.85429955,174.7904231833 -36.8543022333,174.7903326833 -36.8544315833))",5250091,,,Road,Primary,,North Auckland,,,520
"POLYGON ((174.78918025 -36.8537643167,174.7893803333 -36.85384835,174.7892810333 -36.8539925833,174.7891784333 -36.8541417,174.7890572333 -36.8543178167,174.7888958833 -36.8541776333,174.7888996333 -36.8541714167,174.7889025333 -36.8541649167,174.78890455 -36.8541582,174.7889056667 -36.8541513667,174.7889058667 -36.85414445,174.78890515 -36.8541375833,174.7889035333 -36.8541308,174.788901 -36.8541242,174.7888976167 -36.85411785,174.7888934167 -36.8541118333,174.7888884333 -36.8541062,174.7888827333 -36.8541010333,174.7888763667 -36.8540964,174.7888694333 -36.8540923167,174.7888619833 -36.8540888667,174.7888541333 -36.8540860833,174.78884595 -36.8540839667,174.7888375333 -36.8540825833,174.7888289833 -36.8540819333,174.7889560833 -36.8539377667,174.7889683167 -36.8539378167,174.7889805333 -36.85393715,174.78899265 -36.85393575,174.7890046 -36.8539336333,174.7890163333 -36.8539308167,174.7890277667 -36.8539273167,174.78903885 -36.85392315,174.7890495333 -36.8539183333,174.7890597333 -36.8539128833,174.7890694 -36.8539068667,174.7890785 -36.8539002833,174.7890869667 -36.8538931667,174.78909475 -36.8538855833,174.7891018333 -36.85387755,174.78910815 -36.8538691333,174.78918025 -36.8537643167))",5258457,,,Road,Primary,,North Auckland,,,1342
"POLYGON ((174.7892810333 -36.8539925833,174.7893803333 -36.85384835,174.7894101667 -36.8538617667,174.7896666333 -36.8539770833,174.7898454667 -36.8540575333,174.7899524667 -36.8541057333,174.7899622 -36.8541101833,174.7901822667 -36.8542091167,174.79008215 -36.85435275,174.7900690667 -36.8543153667,174.7897192333 -36.8541581,174.7893274167 -36.85398195,174.7892810333 -36.8539925833))",5219503,,,Road,Primary,,North Auckland,,,1257
"POLYGON ((174.7904045 -36.85389135,174.7905129833 -36.8537356,174.7905261 -36.8537168,174.7905315667 -36.8537089667,174.79058685 -36.8536298667,174.7905984833 -36.8536132,174.79060195 -36.85360825,174.7906223667 -36.8535797167,174.7907341333 -36.8534198833,174.7907628667 -36.8533788,174.79083475 -36.8532759667,174.79111825 -36.8532404333,174.79096315 -36.8534622667,174.7909617167 -36.8534642333,174.7909576 -36.8534701333,174.7909367333 -36.8535,174.79089385 -36.8535613333,174.7908924833 -36.8535633,174.7908911167 -36.85356525,174.7908573 -36.85361365,174.7908169333 -36.8536715,174.79070645 -36.8538296333,174.79059255 -36.8539926333,174.79040675 -36.8542584667,174.7901991667 -36.8541849833,174.7902032 -36.85417915,174.7902719167 -36.8540808667,174.7902818167 -36.8540667167,174.7902929333 -36.8540509,174.7904045 -36.85389135))",5219501,,,Road,Primary,,North Auckland,,,2468
"POLYGON ((174.7905826667 -36.8517189833,174.7906868333 -36.8515659167,174.7907087167 -36.8515337333,174.7907196 -36.8515177,174.7908506833 -36.85132505,174.7908621 -36.8513082833,174.7909633833 -36.8511554833,174.7910596833 -36.8510102,174.7911597833 -36.8512448667,174.7911619 -36.85124545,174.7910536667 -36.8514044833,174.79094545 -36.8515635167,174.7907377 -36.8518688167,174.7906753167 -36.8519605667,174.7906457 -36.852004,174.7905645333 -36.8521234,174.7905537333 -36.8521391833,174.79045535 -36.8522837833,174.7903588333 -36.8524256333,174.7901627333 -36.8523360333,174.7902824167 -36.8521602,174.7903808 -36.8520156333,174.7905334667 -36.8517913,174.7905580333 -36.8517551667,174.7905826667 -36.8517189833))",5235974,,,Road,Primary,,North Auckland,,,3186
"POLYGON ((174.7893267167 -36.8517451333,174.7893567 -36.8517572833,174.7892512167 -36.8519266167,174.7890382167 -36.8518619,174.7890242167 -36.85182545,174.78909545 -36.8516511667,174.7892967667 -36.8517329667,174.7893267167 -36.8517451333))",5249064,,,Road,Primary,,North Auckland,,,540
"POLYGON ((174.7901627333 -36.8523360333,174.7900335 -36.8525244667,174.7896835833 -36.8522535833,174.7895605167 -36.8521583167,174.7895555833 -36.8521545167,174.78954955 -36.85214985,174.7894263 -36.8520576333,174.7892512167 -36.8519266167,174.7893567 -36.8517572833,174.78937635 -36.8517723333,174.7893855333 -36.8517792,174.7895199333 -36.8518798,174.7895281333 -36.85188565,174.7896134833 -36.85194955,174.7896910167 -36.85200765,174.7898368167 -36.8521205333,174.78991895 -36.8521841333,174.78999115 -36.8522400167,174.7901217333 -36.8523411,174.7901627333 -36.8523360333))",5235966,,,Road,Primary,,North Auckland,,,1950
"POLYGON ((174.7903588333 -36.8524256333,174.7902168667 -36.8526324833,174.7900335 -36.8525244667,174.7901627333 -36.8523360333,174.7903588333 -36.8524256333))",5257200,,,Road,Primary,,North Auckland,,,504
"POLYGON ((174.7910071167 -36.8530188667,174.79100445 -36.8529789333,174.7909808 -36.8529442333,174.7909507667 -36.8529249333,174.7907242167 -36.8528249833,174.7905624333 -36.8527536167,174.7902633667 -36.8526216667,174.7902168667 -36.8526324833,174.7903588333 -36.8524256333,174.7903724167 -36.8524629833,174.79058255 -36.8525556833,174.7907625167 -36.8526351,174.7909123167 -36.8527011667,174.7911626 -36.8528115667,174.7909944333 -36.85304755,174.7910071167 -36.8530188667))",5234815,,,Road,Primary,,North Auckland,,,1709
"POLYGON ((174.7909944333 -36.85304755,174.7911626 -36.8528115667,174.7912652333 -36.8530033333,174.79128495 -36.8530377667,174.79111825 -36.8532404333,174.79083475 -36.8532759667,174.7909420333 -36.8531228667,174.7909944333 -36.85304755))",5250094,,,Road,Primary,,North Auckland,,,905
"POLYGON ((174.7921274333 -36.8534474,174.7921660167 -36.85346095,174.7922806333 -36.853562,174.7923906167 -36.8536674167,174.7924152667 -36.8536887833,174.7924577 -36.8537287833,174.79237815 -36.8537878167,174.79229175 -36.8538520167,174.7920358167 -36.8536110333,174.7920112333 -36.85359875,174.7918910833 -36.85359305,174.7918903667 -36.8535930667,174.7918251 -36.8535899333,174.7918020667 -36.8535888,174.7917142167 -36.8535846167,174.79162375 -36.8535709,174.7915416333 -36.8535488333,174.79148805 -36.8535281667,174.7914577333 -36.85351645,174.79141115 -36.8534923667,174.7913394167 -36.85345,174.79124965 -36.8533793167,174.7911885167 -36.8533100333,174.7911346167 -36.8532366833,174.79111825 -36.8532404333,174.79128495 -36.8530377667,174.7913665833 -36.85319655,174.7914170333 -36.8532570333,174.7914909167 -36.8533195667,174.79150805 -36.85332785,174.7916497333 -36.8533838667,174.79169495 -36.8533981667,174.79174945 -36.8534125,174.7919189 -36.8534144833,174.7920373333 -36.85341575,174.7921274333 -36.8534474))",5231328,,,Road,Primary,,North Auckland,,,2734
"POLYGON ((174.7900203833 -36.8529180833,174.7900182167 -36.8529213167,174.7899143833 -36.85307215,174.7898077667 -36.8532270833,174.78970855 -36.8533710833,174.7895948333 -36.8535365667,174.78939685 -36.8538243167,174.7893803333 -36.85384835,174.78918025 -36.8537643167,174.7892877333 -36.8536081167,174.7894432333 -36.8533822167,174.7895776 -36.8531869667,174.7895975667 -36.85315805,174.7897060333 -36.8530004333,174.7898151833 -36.8528417667,174.7899243333 -36.8526831167,174.7900335 -36.8525244667,174.7902168667 -36.8526324833,174.7901268833 -36.8527632833,174.7900203833 -36.8529180833))",5206962,,,Road,Primary,,North Auckland,,,3132
"POLYGON ((174.7870443 -36.85303925,174.7870005833 -36.8528829333,174.78697235 -36.8527819833,174.78710155 -36.8527429,174.7871387833 -36.8528760333,174.7871478 -36.8529081833,174.7872138 -36.8531439667,174.7872512833 -36.8532779667,174.7872644333 -36.8533249167,174.7872663 -36.8533316,174.7873349667 -36.8535769667,174.7874109667 -36.8538485,174.7872711833 -36.8538499,174.7872372167 -36.8537285667,174.7871981833 -36.8535891333,174.7871561167 -36.8534387,174.7871178 -36.8533018333,174.7870803 -36.8531678667,174.7870443 -36.85303925))",5229397,,,Road,Primary,,North Auckland,,,1507
"POLYGON ((174.7888456833 -36.8521416667,174.7888854 -36.85208395,174.7889389667 -36.8520061167,174.78894555 -36.8519964833,174.7890382167 -36.8518619,174.7892512167 -36.8519266167,174.7890326667 -36.85224375,174.7890127833 -36.8522726,174.788822 -36.8525494667,174.7887309833 -36.8526816167,174.78868195 -36.8527526833,174.7886398 -36.8528137167,174.7885487333 -36.8529458,174.7884968167 -36.8530210333,174.7884915333 -36.85302795,174.7884855 -36.8530344667,174.78847875 -36.8530405167,174.7884713667 -36.8530460667,174.7884634 -36.85305105,174.7884549 -36.85305545,174.78844595 -36.8530592167,174.7884366167 -36.8530623167,174.7884268167 -36.8530647667,174.7884168 -36.8530665,174.7884066167 -36.8530674833,174.78839635 -36.8530677333,174.7883849167 -36.8530671167,174.7883736167 -36.8530655833,174.7883625667 -36.8530631167,174.78836075 -36.85306265,174.7883533667 -36.8530603,174.7883462 -36.8530575667,174.7883392833 -36.8530544,174.7883326667 -36.8530508833,174.7883263667 -36.853047,174.7883204333 -36.8530427667,174.7883148833 -36.8530382,174.7883097333 -36.85303335,174.7883050333 -36.8530282333,174.7883007833 -36.85302285,174.788297 -36.85301725,174.7882937167 -36.8530114333,174.7882909667 -36.85300545,174.7882887333 -36.85299935,174.7882870333 -36.8529931167,174.7882858833 -36.8529868167,174.7882852833 -36.85298045,174.7882852667 -36.8529779833,174.7882857333 -36.8529686333,174.7882873667 -36.8529593667,174.7882902 -36.8529502833,174.7882941833 -36.8529414833,174.7882992667 -36.8529330667,174.7883090667 -36.8529185333,174.7884007333 -36.8527867,174.78849175 -36.8526546,174.7885060167 -36.8526339,174.7885827667 -36.8525225167,174.7886823833 -36.8523783833,174.7886846167 -36.8523749833,174.78879015 -36.8522223333,174.7888456833 -36.8521416667))",5229719,,,Road,Primary,,North Auckland,,,2920
