WKT,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface
"LINESTRING (174.73982277216 -36.836980396893,174.739861208567 -36.8369090052784,174.739920932562 -36.8367950900097,174.739949074913 -36.8367381579889,174.739975216779 -36.8366872167752,174.740009435997 -36.8366261415071,174.740047203464 -36.8365645365678,174.740091431306 -36.8364999761508,174.740136899079 -36.8364377816347,174.740186497288 -36.8363745729995,174.740231577224 -36.8363214471994,174.740277283623 -36.8362697426522,174.740318977203 -36.83622429723,174.740363043844 -36.8361788170459,174.740416449347 -36.8361265228978,174.740463503604 -36.8360819534592,174.740519368522 -36.8360334386657,174.740582847281 -36.8359805192177,174.740652236558 -36.8359265604508,174.740744996699 -36.8358565190916,174.740812153137 -36.8358087924188,174.740887559619 -36.8357585608015,174.740982369671 -36.8357004131929,174.741059664117 -36.8356549228561,174.741139956994 -36.8356108198894,174.741206208076 -36.8355755079329,174.74128661971 -36.8355366498864,174.741354164763 -36.835506088835,174.741460513518 -36.8354596957567,174.741556359075 -36.835421088211,174.741632888637 -36.8353942107719,174.741710625745 -36.835368269217,174.741797205819 -36.8353398130518,174.741893310605 -36.8353126485811,174.741991193168 -36.8352854579781,174.742067906306 -36.8352666861138,174.742158790735 -36.8352448447003,174.742198727672 -36.8352364324465,174.742239106098 -36.8352279271828,174.742336538365 -36.835208231312,174.742435508475 -36.8351943418462,174.742535479942 -36.8351863351493,174.742603234999 -36.8351849307833,174.742637168471 -36.8351854437631,174.742686200732 -36.8351861849775,174.742764625945 -36.8351908875535,174.742835994997 -36.8351978802179,174.742934560809 -36.8352135145669,174.743031431168 -36.8352349279135)",3262414,CURRAN STREET,N,CURRAN STREET,,3071374,2,,,sealed
"LINESTRING (174.739935023393 -36.8430239430621,174.740011271832 -36.8430172609389,174.740253479361 -36.8429839737345,174.740317063243 -36.8429752153719,174.741170471524 -36.842862533543,174.741205047528 -36.8428628102625,174.741229932465 -36.842865184881,174.741257801027 -36.8428702549803,174.74129502271 -36.8428798849668,174.741603503154 -36.8429778942502,174.741957986323 -36.84308618707,174.742321798715 -36.8432006569008)",3262427,TWEED STREET,N,TWEED STREET,,3068611,2,,,sealed
"LINESTRING (174.739743553292 -36.8419718520631,174.740144369329 -36.8419248339997,174.740578664698 -36.8418683937172,174.741024812707 -36.8418113005107,174.741572736896 -36.8417412671707,174.742119451156 -36.8416702954213,174.742643740049 -36.841604896731,174.74297328015 -36.8415609530701,174.743052601683 -36.8415486346806)",3262428,EMMETT STREET,N,EMMETT STREET,,3047729,2,,,sealed
"LINESTRING (174.739952337933 -36.8450181195771,174.739977577207 -36.845189192,174.740003772696 -36.8454099183302,174.740004758852 -36.8454534273159,174.740000864142 -36.8454779289137,174.73999247999 -36.8455334981279,174.739987855493 -36.8455586071026,174.739986333641 -36.8455896312709,174.740014200834 -36.8458372455757,174.74004646453 -36.846003470414,174.740050433837 -36.8460239197815,174.74011602897 -36.8464792968153)",3288588,PROVOST STREET,N,PROVOST STREET,,1824682,2,,,sealed
"LINESTRING (174.742053171153 -36.8376086814709,174.74207810303 -36.8375475074021,174.742093155196 -36.8374786039484,174.742105484191 -36.837342011202,174.742138663822 -36.8370782397745,174.742169759167 -36.8369318329624,174.742207240988 -36.8368053650211,174.74224608064 -36.8366865079889,174.742317317212 -36.8365309273663,174.742411978349 -36.8363616480074,174.742486279807 -36.8362365474587,174.74256071086 -36.8361171685341,174.742772354762 -36.8357687430793,174.742809903176 -36.8356976015125,174.742838133426 -36.835634228296,174.742855806572 -36.8355762566323,174.742868728103 -36.8355181157835,174.742883769456 -36.8354749684463,174.742906933706 -36.8354367098938,174.742932617719 -36.8354072521205,174.742956556556 -36.8353783715594,174.742978355388 -36.8353475925857,174.742995806157 -36.835318564697,174.743013830179 -36.8352821869061,174.743031431168 -36.8352349279135)",3288590,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.742053171153 -36.8376086814709,174.742043717379 -36.8376799824765,174.742029555967 -36.8377536022479,174.742017599926 -36.8377991297836,174.741985379393 -36.8378997680884,174.741933988147 -36.8380679009788,174.741884021258 -36.8382451481469,174.741837334041 -36.8384145775956,174.741774770315 -36.8386363223622,174.741738046171 -36.8387705513824)",3321043,SHELLY BEACH ROAD,N,SHELLY BEACH ROAD,1,1824311,2,,,sealed
"LINESTRING (174.743237096638 -36.8443388601036,174.743199736787 -36.8443155313685,174.743155348725 -36.8442907211351,174.743119981023 -36.8442729902732,174.743083203799 -36.8442563031038,174.743042383748 -36.8442397166779,174.742371109476 -36.8440261488911,174.74208587478 -36.8439360825315,174.741987920788 -36.8439041612039)",3288607,WESTWOOD TERRACE,N,WESTWOOD TERRACE,,1824415,2,,,sealed
"LINESTRING (174.743487970471 -36.8453388439932,174.7434712888 -36.8453283428411,174.743456870196 -36.8453202574507,174.743438833938 -36.8453112940358,174.743416705897 -36.8453018588474,174.742803832979 -36.845103188891,174.742291155309 -36.8449360182343,174.741602983037 -36.8447080668126)",3288593,CAMERON STREET,N,CAMERON STREET,,1824261,2,,,sealed
"LINESTRING (174.79445289076 -36.8708136757082,174.794540054801 -36.8706253010451,174.794669854122 -36.8703412263018,174.794683749817 -36.870296856266,174.794709417997 -36.8701688237953)",3261820,LEYS CRESCENT,N,LEYS CRESCENT,,1823677,2,,,sealed
"LINESTRING (174.793096951594 -36.8708139954447,174.793191608547 -36.8706120302873,174.793250905302 -36.8704947888357,174.793256544374 -36.8704836389008,174.793356214774 -36.870290684047,174.793402860741 -36.8701943408055,174.793438994474 -36.8701197090161,174.79350032198 -36.8699907067747,174.793564302565 -36.8698659322872,174.793589369501 -36.8698132880014,174.793611625357 -36.8697588320938,174.793647863436 -36.8696619590521,174.793692582062 -36.8695126857763,174.793750050715 -36.8693276550004,174.793803170629 -36.8691440986409,174.793806880968 -36.8691316951945,174.793862110549 -36.8689470740224,174.793917965609 -36.8687680542084,174.794003472184 -36.8684889338205,174.794054267027 -36.8683184412879,174.794082399442 -36.8682398659804,174.79414641727 -36.8680610526868,174.79415451306 -36.8680324084949,174.794159300921 -36.8680122651994,174.794158831591 -36.8679922003872,174.794152261114 -36.8679736373963,174.794140500436 -36.8679579685579,174.794120051193 -36.8679456009213,174.794097534223 -36.8679385463447,174.794071555134 -36.8679333043536,174.793999012778 -36.867923483577)",3261801,BELL ROAD,N,BELL ROAD,,1823823,2,,,sealed
"LINESTRING (174.792498427148 -36.8677798541438,174.793999012778 -36.867923483577)",3319766,WHARUA ROAD,N,WHARUA ROAD,,1831517,2,,,sealed
"LINESTRING (174.793250905302 -36.8704947888357,174.793623241189 -36.870602568622,174.793645874671 -36.8706077133858,174.793665089582 -36.870610925909,174.793688625927 -36.8706122714155,174.793708894826 -36.8706109514159,174.793725701301 -36.8706084146013,174.793766447371 -36.870600193963,174.79381683091 -36.8705895149743,174.793884783143 -36.8705706614686,174.794114088762 -36.8704922853289,174.79423931302 -36.8704333378622,174.794264020969 -36.870421707029,174.794365760531 -36.870362190211,174.794523905796 -36.8702696760776,174.794709417997 -36.8701688237953,174.794791341317 -36.8701338762668,174.794830336275 -36.8701212642628,174.794866745848 -36.8701152395212,174.794943478243 -36.8701115917439,174.79525451206 -36.8701003839391)",3261831,SCHERFF ROAD,N,SCHERFF ROAD,,1824447,2,,,sealed
"LINESTRING (174.787499091026 -36.870369938007,174.787613248212 -36.8702067555933,174.787661346562 -36.8701505644375,174.787694966484 -36.8701119923535,174.787707741878 -36.8700947576196,174.787723595775 -36.8700684343338,174.787736914139 -36.8700364725652,174.787752433986 -36.869993123506,174.787777812496 -36.8699204155171,174.788132507139 -36.8686978190186,174.788143068691 -36.8686680655101,174.788156685677 -36.868637718003,174.788166536274 -36.8686214024376,174.788179475358 -36.8686058624109,174.788204906838 -36.8685849273359,174.788267397901 -36.8685445234974,174.788450675875 -36.8684306577535,174.788505754364 -36.8683968234602,174.788545829928 -36.8683714667393,174.788579708147 -36.8683445520429,174.788652161234 -36.8682807516126,174.788754547834 -36.8681914721234,174.788767706053 -36.8681799973785,174.788872488082 -36.8680825678741,174.788904809811 -36.8680525137225,174.788962951901 -36.8679915694943,174.78900768896 -36.8679370976907,174.789074287795 -36.867851271706,174.789104783531 -36.8678026251373,174.789155427743 -36.8677196793672,174.789188428154 -36.8676551531294,174.789205944696 -36.8676136323737,174.789225548981 -36.8675559083545,174.789248570095 -36.8674862514292,174.789264067735 -36.8674285892442,174.789271749414 -36.867399813693,174.789278095539 -36.8673686075129,174.789280306242 -36.8673418053574,174.78928142502 -36.8673098396505,174.789282841262 -36.8671828539192,174.789279482387 -36.8671096013085,174.789272367348 -36.8670670616013,174.789255517275 -36.8669787326524,174.78923887768 -36.8668946160924,174.789187985921 -36.8666323320605,174.789161988627 -36.8665111851707,174.789146968671 -36.8664411898162,174.789128907155 -36.8663536686523,174.789121823943 -36.8663141695681,174.789120077076 -36.8662920824186,174.789119238283 -36.8662561190006,174.789120609255 -36.8662092314286,174.789126415088 -36.8661411532949,174.789130603716 -36.8661094054509,174.789135722038 -36.8660822638718,174.78914166011 -36.8660551108503,174.78914968332 -36.8660292459913,174.789161736074 -36.8660000197519,174.789182847234 -36.8659541553933,174.789198998775 -36.8659245375402,174.789220479269 -36.8658945095499,174.78924193008 -36.8658631615409,174.789274577135 -36.865818772903,174.789350837336 -36.8657245504139,174.789595372079 -36.8654551059778)",3236344,HAPUA STREET,N,HAPUA STREET,,1824743,2,,,sealed
"LINESTRING (174.785230242538 -36.8708155450407,174.785488118112 -36.870223647818,174.785910569901 -36.8692881289576,174.786098913688 -36.8688667610012,174.786304946909 -36.8683692538694,174.786334494432 -36.8682980157604,174.786349755155 -36.8682439529392,174.786356725675 -36.8681885410661,174.78635514619 -36.8681207201094,174.786350226693 -36.8679612642395,174.78634686661 -36.8675180433159,174.786351827425 -36.867338908666,174.786358826225 -36.867269973567,174.786365785321 -36.8672284767346,174.78638166801 -36.8671507443947,174.786412060696 -36.86704862268,174.786427940111 -36.8670046635677,174.786442807023 -36.8669624114904,174.786457777687 -36.8669246149742,174.786479863371 -36.8668860751337,174.786499632095 -36.8668501173109,174.78652562033 -36.8668089715998,174.786563404139 -36.866763827747,174.786591303003 -36.8667366619098,174.786634795143 -36.8666984374119,174.786677584476 -36.8666640433427,174.786823334029 -36.8665599335678,174.787256473163 -36.8662700750024,174.788158683325 -36.8656368957328,174.788709446332 -36.8652425883722,174.788875532787 -36.8650871136048)",3236338,SEAVIEW ROAD,N,SEAVIEW ROAD,,1824440,2,,,sealed
"LINESTRING (174.789797037709 -36.865510089438,174.789985175692 -36.86572422478,174.790027544665 -36.8657744436485,174.790100141583 -36.8658681419675,174.790128455805 -36.8659098448759,174.790166489952 -36.8659773959502,174.790201948407 -36.8660530636176,174.790258687445 -36.8662018553402,174.790275867003 -36.8662575416986,174.790288687719 -36.8662921915835,174.790300999014 -36.8663137617013,174.790314060711 -36.8663325407818,174.790328838016 -36.86634638622,174.790345191268 -36.8663579176081,174.790362477652 -36.8663658358871,174.790391006246 -36.8663757119235,174.790417563523 -36.866379565167,174.790434164402 -36.8663807021765,174.790446927131 -36.866381576143,174.790471918729 -36.8663801566998,174.79049003169 -36.8663791275321,174.790603864972 -36.8663628527874,174.790633374484 -36.8663584755327,174.790751160959 -36.866341003582,174.790811438005 -36.8663328970225,174.790848180144 -36.8663282538729,174.790919089343 -36.8663221141693,174.790957357588 -36.8663218645438,174.790994885362 -36.8663247338834,174.791032669566 -36.8663298896478,174.791062955327 -36.8663364671751,174.791094337268 -36.866346464074,174.791143946906 -36.8663697621558,174.791192230595 -36.8663973345241,174.791257716206 -36.8664378972248,174.791396906872 -36.8665223335944,174.791524349227 -36.8666005672602,174.791633461408 -36.8666697528344,174.791755186217 -36.8667472540429,174.791973511455 -36.8668812074713,174.79206809821 -36.8669386698654,174.792114845991 -36.8669701903426,174.792144460052 -36.8669920806466,174.792179967044 -36.8670212270654,174.792201391629 -36.8670406982035,174.792215133184 -36.8670537406072,174.792231670261 -36.8670742733282,174.792248729304 -36.867096788329,174.792267551571 -36.8671340803143,174.792295145495 -36.867203121226,174.792315889462 -36.8672620181415,174.792355249674 -36.867369595837,174.792424562542 -36.8675662957822,174.792476230198 -36.8677154386606,174.792498427148 -36.8677798541438,174.792524372716 -36.8678551454019,174.792539830144 -36.8678983999779,174.792560258064 -36.867955564729,174.792584164334 -36.8680284567289,174.792596293201 -36.8680825496321,174.7926057948 -36.8681232017553,174.792609266622 -36.8681525708615,174.792611004885 -36.8681771241325,174.79261109004 -36.8682035681145,174.792607007263 -36.8682782352884,174.792577589227 -36.8684950228492,174.792540744698 -36.8687578474268,174.792523189136 -36.8688751546599,174.792501519358 -36.8690199480751,174.792469321642 -36.8692623511961,174.79245662882 -36.8693430718423,174.792447438763 -36.8694047060852,174.792437653391 -36.8694668369317,174.792429331146 -36.8695266274627,174.792420271392 -36.8695743493845,174.792415252402 -36.8696065154429,174.792405114941 -36.8696601105167,174.792395061908 -36.869704309668,174.792384286422 -36.8697450531704,174.79237325924 -36.8697785789474,174.792367402963 -36.86979440736,174.792356547175 -36.8698172659168,174.792339920804 -36.8698432986063,174.792321427096 -36.8698675775168,174.792294066876 -36.8698989818545,174.792218831712 -36.8699807684767,174.792167733925 -36.8700362017879,174.792097927689 -36.8701098529898,174.792039086925 -36.870171869235,174.791983505939 -36.8702304202153,174.791961295923 -36.8702543864737,174.791908848345 -36.8703109784232,174.791851474414 -36.8703707758938,174.79177338974 -36.8704541852586,174.791711869366 -36.8705192693493,174.791680010782 -36.8705527207219,174.7916463816 -36.8705880321075,174.791610334753 -36.8706255981334,174.791548954818 -36.870690318587,174.791466642939 -36.8707777862248,174.791431903751 -36.8708143668961)",3236339,ARNEY ROAD,N,ARNEY ROAD,,1823913,2,,,sealed
"LINESTRING (174.792384286422 -36.8697450531704,174.791869033305 -36.8695325081195,174.791817434797 -36.8695098424664,174.791780589736 -36.8694875239488,174.791752466575 -36.8694603409646,174.791725031115 -36.8694205279655,174.791682026267 -36.869344666367,174.791604275406 -36.8692101720506,174.791577783394 -36.8691687665444,174.791547348019 -36.8691266327216,174.791505878389 -36.8690744107394,174.791135309747 -36.8686447701201,174.790891381824 -36.8683619556964,174.790868166738 -36.8683346994124,174.790840136388 -36.8683114590571,174.790813234549 -36.8682945110559,174.790778482831 -36.8682776822619,174.790742803987 -36.8682632334444,174.790667834318 -36.8682477994267,174.790593883847 -36.8682339273444,174.790231125988 -36.8681699824499)",3287752,WILES AVENUE,N,WILES AVENUE,,1824520,2,,,sealed
"LINESTRING (174.788608590342 -36.8708149433988,174.788736148809 -36.8707246325412,174.789097902127 -36.8704685109497,174.789150214337 -36.8704334336011,174.789183222611 -36.8704108925084,174.78923042526 -36.8703807899416,174.789288901758 -36.8703485932199,174.789365278546 -36.8703089540372,174.78940474102 -36.8702924393758,174.78944531687 -36.870276957091,174.789580663523 -36.8702262823503,174.789644211018 -36.8702060807025,174.789725969046 -36.8701824554365,174.789848539453 -36.8701534923001,174.789900597119 -36.8701448348873,174.789944013197 -36.8701391071954,174.790011632543 -36.8701297583171,174.790087556738 -36.870122424055,174.79014077971 -36.8701170731168,174.790245074461 -36.8701167266109,174.790324343397 -36.8701171068308,174.790366218982 -36.8701199748269,174.79041338246 -36.870125562682,174.790475652266 -36.8701345958278,174.790592872092 -36.8701562731321,174.790632466632 -36.8701640741844,174.790685922294 -36.8701779639697,174.790774396336 -36.8701995488462,174.790812746816 -36.8702099932854,174.790854935761 -36.8702263268861,174.790975307046 -36.8702723122714,174.791680010782 -36.8705527207219)",3261819,ARNEY CRESCENT,N,ARNEY CRESCENT,,1823917,2,,,sealed
"LINESTRING (174.781143143821 -36.8655440315041,174.781507643473 -36.8657972363269,174.781545940574 -36.8658183303371,174.781581753412 -36.8658354830682,174.781771446193 -36.8659147056879)",3319789,YOUNGS LANE,N,YOUNGS LANE,,1825429,1,,,sealed
"LINESTRING (174.781324869714 -36.8651446156704,174.781352948941 -36.8652318239174,174.781358572562 -36.865260961962,174.781360508877 -36.8652817403735,174.781359946332 -36.865288186808,174.781358670427 -36.865302807922,174.781354617614 -36.865316194998,174.781344817619 -36.8653327066533,174.781333793936 -36.8653466651294,174.781311956706 -36.865371071813,174.781163319071 -36.865523361484,174.781143143821 -36.8655440315041,174.781129239462 -36.8655592021818,174.781116552218 -36.8655766917887,174.781100833905 -36.8656014754083,174.781066861299 -36.8656545859671,174.78102375081 -36.8657277053359,174.780971326987 -36.8658257448338,174.780954122676 -36.8658605979476,174.780925753475 -36.8659180716914,174.780913117516 -36.8659502893094,174.780893083108 -36.8660022562173,174.780878962671 -36.8660457177675,174.780872203001 -36.8660804188302,174.780872653324 -36.8660998161336,174.780877817097 -36.8661217143152,174.780888690145 -36.8661388516731,174.780907862781 -36.8661553887253,174.780996416124 -36.8662187289788,174.781033727269 -36.8662519023694,174.781046511196 -36.8662715222026,174.781052867959 -36.8662904451957,174.781055663844 -36.8663046669951,174.781054106281 -36.8663225206541,174.781049023492 -36.8663372571413,174.781040509683 -36.8663528373356,174.781026609608 -36.8663700837236,174.781005926881 -36.8663925820347,174.78063488053 -36.8666850803017)",3319755,LAXON TERRACE,N,LAXON TERRACE,,1825420,1,,,sealed
"LINESTRING (174.781324869714 -36.8651446156704,174.781281253567 -36.8650091707582,174.781270711781 -36.8649714643865,174.781259522589 -36.8649405629237,174.781248253803 -36.8649196152532,174.781233642124 -36.8649014676839,174.781217631546 -36.864888438163,174.779899203166 -36.8639631746249)",3319758,SARAWIA STREET,N,SARAWIA STREET,,1825434,2,,,sealed
"LINESTRING (174.779169855632 -36.864681165218,174.779971349601 -36.8652337547473,174.780526221173 -36.8656163030464)",3319725,RAILWAY STREET,N,RAILWAY STREET,,1825410,2,,,sealed
"LINESTRING (174.779971349601 -36.8652337547473,174.779768382014 -36.8658826902718)",3319791,LEEK STREET,N,LEEK STREET,,1831704,1,,,sealed
"LINESTRING (174.77869601838 -36.8708164360508,174.778534449129 -36.8706823813674,174.77831013108 -36.8704962625712,174.777562728363 -36.8698550738227)",3207695,REMUERA ROAD,N,REMUERA ROAD,,3073448,2,,,sealed
"LINESTRING (174.743031431168 -36.8352349279135,174.743023675404 -36.8353263015017,174.743016536147 -36.8353929627575,174.743002836399 -36.8354660675236,174.742983589503 -36.8355200089174,174.742943522681 -36.8355978646667,174.742853440973 -36.8357659605226,174.742760513308 -36.8359363469071,174.742670496139 -36.8361043064761,174.742521295725 -36.8363771719347,174.742471589725 -36.8364747840114,174.742449988211 -36.8365198166464,174.7424366649 -36.8365536972032,174.742419067101 -36.8365953920283,174.742406457686 -36.8366280696305,174.742394656861 -36.8366637170421,174.742384966241 -36.8366942661305,174.742375005971 -36.8367292898648,174.74236540887 -36.8367640108291,174.742353535583 -36.8368127757373,174.742344883381 -36.8368564251368,174.742336352893 -36.8369054393866,174.742330107275 -36.8369571025575,174.742324678966 -36.8370284293056,174.742322952095 -36.837099402545,174.742325558401 -36.8371652457775,174.742334743765 -36.8372538237481,174.742342839258 -36.8373220922625,174.742346394502 -36.8373643711221,174.742345912136 -36.8374084974474,174.742343554089 -36.8375161477329,174.742330055073 -36.8376576456654,174.742324099338 -36.8377057280267,174.742315912747 -36.837753543842,174.742298162737 -36.837837571851,174.742278708405 -36.8379281821571,174.742224501462 -36.8381871340411,174.74221832926 -36.8382256796857,174.742215325263 -36.8382567265326,174.74221534829 -36.8382904114238,174.742216461976 -36.8383231870902,174.742221634713 -36.8383550082172,174.742231997724 -36.8383867532621,174.742241120234 -36.8384128524105,174.742254805873 -36.8384439529558,174.742272213338 -36.8384755947334,174.742292924251 -36.8385056972508,174.742313890173 -36.8385307286403,174.742347725601 -36.8385671978701,174.742392873068 -36.8386118477513,174.74243230371 -36.8386497248605,174.742494748688 -36.8387048525782,174.742597628411 -36.8387930735528,174.742721818705 -36.8388887317656,174.742837957823 -36.8389728823023,174.742977402732 -36.8390707024188,174.74309040142 -36.8391471480528,174.743233925236 -36.8392449080372,174.743473271871 -36.8393976028686,174.743697758961 -36.8395329271862,174.744002659158 -36.8397141720317,174.744243983781 -36.8398558668239,174.744386807551 -36.839939027485,174.744483762747 -36.8399948409946,174.744583222147 -36.8400531207105,174.744654331561 -36.840097686054,174.744716414781 -36.8401367206817,174.744777020592 -36.8401760753111,174.744874914856 -36.8402405186412,174.744929211595 -36.8402796674678,174.744995617232 -36.8403293699431,174.745045613241 -36.8403681131567,174.745096040794 -36.8404071907221,174.745143232199 -36.8404437604592,174.745213932093 -36.8405029396278,174.745266565767 -36.8405504592033,174.745298009991 -36.8405795094163,174.745331812747 -36.8406144874068,174.745371765962 -36.8406589140384,174.745424279446 -36.8407174660095,174.745453215526 -36.8407504279108,174.745479900405 -36.8407822312835,174.745522713232 -36.8408382423593,174.745582786461 -36.8409193377231,174.745618021141 -36.8409683060593,174.745661414142 -36.8410335491849,174.745708286873 -36.8411050019489,174.745752982943 -36.8411785723851,174.745800726731 -36.8412556763883,174.745856478774 -36.8413424991489,174.745904526063 -36.8414166169871,174.745939073244 -36.8414679793851,174.745985137735 -36.8415364631431,174.746016967808 -36.8415824997052,174.74604524479 -36.8416190485856,174.746073852213 -36.841653804329,174.746122281751 -36.841712117621,174.746167945547 -36.841763018277,174.746211641087 -36.8418088804528,174.746259072249 -36.8418558802081,174.746308699392 -36.8419016542919,174.746345031799 -36.8419336140469,174.746403591927 -36.8419807485618,174.746453017018 -36.8420175832753,174.746517071051 -36.8420616553411,174.74655548543 -36.8420873236691,174.746610397673 -36.8421207985733,174.746664500033 -36.8421513045952,174.746714806938 -36.8421779905757,174.74677147073 -36.8422069680728,174.746858788636 -36.8422465247877,174.746966593688 -36.842289953541,174.74704474267 -36.8423177209552,174.74713066392 -36.8423447773699,174.74723817086 -36.8423750938369,174.747347106789 -36.8424030042292,174.747580119479 -36.8424559196665,174.74778624093 -36.8425005852768,174.747985283899 -36.8425438638042,174.748146682206 -36.8425790508865,174.748426603035 -36.8426396211512,174.748663688779 -36.8426921770784,174.748775963047 -36.8427200370291,174.748889389115 -36.8427496690991,174.748996527306 -36.8427799893839,174.749105201948 -36.8428126719252,174.749219870474 -36.8428479485588,174.749320025237 -36.8428810546427,174.749404890084 -36.8429105099081,174.749509554518 -36.8429462318601,174.749612160961 -36.842983321615,174.749673411141 -36.8430064534487,174.749743023018 -36.8430351027797,174.749789511367 -36.8430533015814,174.749891198366 -36.8430969294839,174.750060445767 -36.843172915046,174.750117202703 -36.8431997912101,174.750199283831 -36.84324002825,174.750262258028 -36.8432719639871,174.750343485993 -36.8433149112228,174.750422291349 -36.8433586295821,174.750506410363 -36.8434079111574,174.75059113933 -36.8434571827857,174.750691038251 -36.8435160411578,174.750790621192 -36.843574412864,174.750886222254 -36.8436321076468,174.7509651453 -36.8436779314439,174.751002799428 -36.843699793906,174.751071845043 -36.8437397132749,174.751097108374 -36.8437543194853,174.751212804654 -36.8438234895108,174.751304967054 -36.8438775562168,174.751449290041 -36.8439575863313,174.751492807163 -36.8439792614712,174.751548300707 -36.8440041942225,174.751663572651 -36.8440547319916,174.751747035839 -36.8440885714358,174.751848612266 -36.8441272941244,174.751916899891 -36.8441513017095,174.752003201171 -36.8441757801055,174.752112541668 -36.8442070304121,174.752220334075 -36.8442373227753,174.752369541424 -36.8442773049887,174.752430318352 -36.8442930846553,174.752456385697 -36.8442988321468,174.75248332865 -36.8443028487534,174.752513565484 -36.8443041199517,174.752540979524 -36.8443019986354,174.752560699637 -36.8442970478721,174.752591866314 -36.8442855530795)",100048290,WESTHAVEN DRIVE,N,WESTHAVEN DRIVE,,1824391,2,,,sealed
